"","baseMean","log2FoldChange","stat","pvalue","padj"
"ENSG00000266714",4.82583729466092,2.00027834728981,2.658773891676,0.0196480159033237,0.236111027852073
"ENSG00000108469",4.32289925947166,-1.41902913782593,-1.57232666691008,0.139831791755541,0.5644474662178
"ENSG00000161526",6.03835817933898,0.304316757907539,0.465424398542972,0.649310380890073,0.894814219414739
"ENSG00000132470",6.32308153929279,-1.32076946508925,-1.79943799930679,0.0951369062306885,0.482188592074431
"ENSG00000108479",5.39411746493729,-1.85622635718805,-2.78657136068444,0.0153922566196027,0.207587909663725
"ENSG00000132475",8.62821390343411,-0.371750144687164,-0.551922061846263,0.590342359624005,0.871637462824132
"ENSG00000132478",4.20925779360529,-0.546144238951396,-0.702810351162056,0.494539102423065,0.83134702951367
"ENSG00000092929",3.76448349440428,0.3252246078779,0.335148013772606,0.742847463030559,0.927124337084358
"ENSG00000132471",6.63988037984503,1.27134301778025,2.07603703135994,0.0582402420983483,0.388083032465662
"ENSG00000132481",5.00514178128816,-1.37063473742175,-1.66637230135696,0.119481690801345,0.53215536102544
"ENSG00000141569",4.34411286108546,-1.90533240910373,-2.30289042319294,0.0384087889595244,0.324669830677468
"ENSG00000188878",2.5216508301121,-0.303142889655118,-0.266819635282752,0.793783932258677,0.942707962486747
"ENSG00000161533",5.62250593253995,2.64527984299818,3.73535417708775,0.002486589129295,0.0835681110065754
"ENSG00000167880",2.2580388841065,-1.30778358044844,-1.03429629856626,0.319812206365656,0.734845102735421
"ENSG00000167881",5.85225328442912,0.0388537903584227,0.0647592786542289,0.949348614315459,0.985695239280115
"ENSG00000182473",5.90626880031276,0.333044611006442,0.555003321265945,0.588293313690834,0.870825300429297
"ENSG00000141576",2.73660641560003,3.25189244158381,2.79195856753997,0.0152342672241445,0.206795666488876
"ENSG00000185262",4.72908151388361,0.418338722413459,0.553211779528274,0.58948424655867,0.871538794994855
"ENSG00000129646",1.85052628654408,0.293937714850132,0.229406511500134,0.822114505006775,0.949751518068987
"ENSG00000161542",5.55195325921442,0.964740130982981,1.53001739273228,0.149920430711639,0.574332562372955
"ENSG00000176170",3.80852273319274,-1.28209682993592,-1.22119534924361,0.243647598364217,0.674136495278147
"ENSG00000175931",3.83761809444025,-0.0802065140352992,-0.0949195910709722,0.925822820846841,0.983630861213693
"ENSG00000129667",5.34668917773996,-1.4018860831125,-1.99002383402142,0.0679927775157141,0.414454268406366
"ENSG00000161544",4.49227762910584,3.98027907651171,3.87699510708305,0.00189951834989807,0.0747275905392976
"ENSG00000214140",2.15612439187819,2.07786869960247,1.85857331658071,0.0858174735802546,0.459285126155969
"ENSG00000163597",4.67992654685668,0.128108796127878,0.164557678746685,0.871817384638818,0.968429990007381
"ENSG00000182534",7.39796698780762,2.00227936135039,3.00362789525202,0.0101447936271586,0.166033958305808
"ENSG00000070495",4.05109767463888,-1.82039113879967,-2.1191479276906,0.0538555912214519,0.373655788603583
"ENSG00000181038",4.51981986213501,-0.635187769986817,-0.871380624951797,0.399316520415353,0.780655169553726
"ENSG00000161547",6.6337105338429,-0.200644504397242,-0.33788386961945,0.740832133765675,0.926630093688822
"ENSG00000092931",4.30823996268807,0.177194135804744,0.235967849363564,0.817125952297561,0.949035998661356
"ENSG00000234912",2.34036579041974,1.69761741805692,1.54643945043765,0.14593303319433,0.570953689634132
"ENSG00000129657",5.99727339699719,2.19467936532384,3.20881196574064,0.00683218542174414,0.135796473994667
"ENSG00000184640",7.21891296691584,-0.87249254296058,-1.42389991973637,0.17797887833526,0.606703977312855
"ENSG00000078687",2.85796312239259,2.31941015149991,1.96970802974233,0.0705058081852657,0.420345071021551
"ENSG00000204282",2.09765237683462,1.24259778108138,1.03164298300546,0.321007875470995,0.736644724511451
"ENSG00000141524",4.58335430339532,1.1687484227702,1.21644789567966,0.245390028916649,0.675895768547526
"ENSG00000167895",3.65875998628611,-0.139266437835734,-0.1578020438148,0.877031891366037,0.970174722725274
"ENSG00000108639",7.4450860411011,-0.765459408465511,-1.15214557066,0.269961164849594,0.699373585471944
"ENSG00000167900",3.10213285383394,-2.08678801414636,-1.47818043602447,0.163120378415871,0.590026771462497
"ENSG00000183077",3.99770494543964,0.0431754435255782,0.049903457120137,0.960956149952818,0.987677534499104
"ENSG00000089685",2.64300753690466,-2.79704329718651,-2.39017096073919,0.0326399346541128,0.300996968308335
"ENSG00000184557",5.32529619638851,-2.08501577003022,-3.03777159010049,0.00949930294095278,0.159624039472838
"ENSG00000087157",3.97648272104302,1.037655094873,1.14862926818119,0.271357539240728,0.700650255219276
"ENSG00000187775",1.54492818120997,0.8557330368775,0.754755792395282,0.463818785910012,0.818657849610258
"ENSG00000108669",5.68910216245487,0.327799396558016,0.448813662244961,0.660939098642025,0.898563150803693
"ENSG00000055483",5.11860131552616,0.000588616933009156,0.000875679487699253,0.99931457306685,0.999680231923196
"ENSG00000267355",1.72916957975152,-1.10233136468008,-0.963964266913917,0.352613072137498,0.755797532628417
"ENSG00000035862",8.67693613965373,0.389588118790504,0.536781192430857,0.600464149885551,0.877076198328646
